lemma
FALSE
Friday
Monday
OK
Saturday
Sunday
TRUE
Thursday
Tuesday
Wednesday
above
actor
address
adult
afternoon
again
age
agree
air
airport
angry
animal
answer
anyone
arm
around
arrive
art
as
autumn
baby
bad
ball
bath
beach
beautiful
before
begin
below
best
better
between
bike
bill
blue
boat
body
boot
bored
boring
born
bottle
boy
boyfriend
break
build
busy
buy
bye
car
card
child
cinema
city
clock
club
coat
cold
cool
country
customer
dad
dark
date
daughter
dear
die
dirty
dish
draw
dress
drive
driver
during
each
ear
east
elephant
end
enjoy
euro
evening
ever
every
everybody
everyone
excited
exercise
eye
face
fall
family
famous
farm
farmer
fat
father
favourite
few
fill
film
finish
fire
flat
flight
flower
food
friendly
front
fun
funny
game
garden
girl
girlfriend
goodbye
grandfather
grandmother
grey
group
gym
hair
hand
hard
hat
hate
have to
healthy
hey
him
history
hobby
holiday
hospital
hot
hotel
house
husband
if
into
island
jacket
jeans
just
keep
land
late
later
laugh
learn
leg
lesson
letter
lie
life
line
listen
live
local
love
man
map
meal
mean
meeting
menu
mess
mile
money
most
mother
mouth
mum
museum
must
never
newspaper
no one
nobody
north
nose
nothing
number
nurse
office
often
old
orange
our
paint
parent
partner
past
pencil
piece
pink
plan
plane
point
police
pool
poor
post
pound
practice
price
programme
purple
quick
restaurant
rich
ride
road
room
run
sad
salt
school
scientist
sea
sell
sentence
short
show
shower
sick
sing
skirt
sleep
slow
snow
sometimes
son
sound
south
speak
spell
sport
spring
stay
stop
story
strong
study
summer
sun
sweater
swim
swimming
talk
text
than
theatre
their
thing
thirsty
through
ticket
tired
together
toilet
tooth
tourist
town
train
travel
trip
trousers
twice
type
umbrella
until
vacation
visit
waiter
walk
wall
watch
way
wear
weather
weekend
welcome
west
wet
which
who
wife
win
winter
without
woman
word
world
would
writer
year
yesterday
young
yourself
