conversation,status
43_talking_about_jobs.txt,done
1_meeting_someone_new.txt,done
2_ordering_coffee.txt,done
3_asking_for_directions.txt,done
4_at_a_restaurant.txt,done
5_shopping_for_clothes.txt,done
6_at_the_grocery_store.txt,done
